1,500,52.2,47.8,3.071,1.549
2,734,49.591,50.409,3.115,1.516
3,1134,49.471,50.529,2.852,1.399
4,1600,50.813,49.188,2.98,1.4
5,2345,48.06,51.94,2.891,1.448
6,3258,50.859,49.141,3.055,1.501
7,4891,50.48,49.52,2.909,1.458
8,7045,50.447,49.553,2.945,1.461
9,10280,49.241,50.759,2.986,1.483
10,15113,50.142,49.858,3.0,1.501
11,22607,49.737,50.263,3.006,1.493
12,33804,49.876,50.124,2.995,1.493
13,50489,49.92,50.08,2.991,1.496
14,75375,49.905,50.095,2.99,1.495
15,112481,50.08,49.92,3.01,0.0
