1,400,46.75,53.25,2.465,1.135
2,461,51.627,48.373,2.417,1.301
3,539,50.278,49.722,2.646,1.262
4,709,48.237,51.763,2.529,1.221
5,865,50.405,49.595,2.455,1.193
6,1053,51.472,48.528,2.448,1.233
7,1251,50.839,49.161,2.582,1.249
8,1588,51.763,48.237,2.52,1.261
9,1930,50.207,49.793,2.527,1.248
10,2428,50.577,49.423,2.51,1.201
11,3012,49.568,50.432,2.551,1.255
12,3808,50.604,49.396,2.446,1.215
13,4600,50.413,49.587,2.454,1.232
14,5597,50.384,49.616,2.497,1.247
15,6935,49.849,50.151,2.502,0.0
